user_id,group
3004,control
5716,control
14298,control
4911,treatment
11429,treatment
4868,treatment
9634,treatment
4825,treatment
960,treatment
10797,control
8382,treatment
6885,control
8387,treatment
9509,treatment
1568,treatment
5388,treatment
5610,treatment
9322,control
12932,treatment
11008,control
3418,treatment
574,control
8807,treatment
1087,control
849,treatment
13982,control
8516,control
8639,control
7204,treatment
9328,treatment
751,control
3049,control
609,control
10442,control
10587,treatment
2123,control
7217,treatment
11747,control
4289,control
5510,treatment
1698,control
9106,treatment
13215,treatment
2905,treatment
6991,treatment
4776,treatment
2563,control
12658,treatment
3711,control
2229,control
10109,control
4949,control
7901,treatment
5987,treatment
10346,control
1094,treatment
725,control
4486,treatment
6429,control
11425,treatment
5394,treatment
13707,treatment
10927,control
12337,control
10126,control
1987,treatment
14911,control
4017,treatment
12051,control
8143,control
194,treatment
13792,control
6108,control
6777,treatment
2359,treatment
9842,control
11477,treatment
9948,treatment
2108,control
12730,treatment
6064,treatment
13171,treatment
4838,treatment
1108,control
14489,treatment
909,control
8628,control
9723,treatment
12203,treatment
14977,treatment
14619,control
5219,treatment
430,control
9554,control
11533,treatment
7712,control
14319,control
12621,control
9312,control
14539,treatment
9447,treatment
2977,treatment
11334,treatment
888,treatment
6859,treatment
9705,treatment
12759,control
5939,control
14107,treatment
10439,treatment
813,control
11823,control
250,treatment
1076,treatment
14252,treatment
2347,treatment
5041,control
2351,treatment
8076,treatment
13873,treatment
3700,treatment
1535,control
3241,treatment
2983,control
11246,control
11908,treatment
8820,treatment
8235,treatment
410,control
7687,treatment
13871,control
11095,control
9741,treatment
498,treatment
284,treatment
8262,control
4993,treatment
13563,control
13992,control
7583,control
11414,control
6262,treatment
2271,control
6867,control
2548,treatment
11929,treatment
14776,treatment
6134,control
285,control
10939,control
6981,treatment
14081,treatment
7722,treatment
2361,control
8998,control
13578,treatment
10838,treatment
4431,treatment
5738,treatment
13552,treatment
2074,treatment
10438,control
6612,control
13881,control
297,treatment
14829,control
14360,control
259,treatment
6519,control
2838,control
7386,treatment
3222,control
3280,control
7609,treatment
14723,control
8802,treatment
4803,control
3509,control
7200,control
9414,control
4906,control
2648,control
3011,treatment
2574,treatment
1846,control
11910,control
7360,control
12724,treatment
5371,treatment
66,treatment
8409,control
12640,treatment
2662,treatment
8967,treatment
2922,control
2989,control
6039,treatment
9121,treatment
7947,control
2771,treatment
6494,treatment
10206,treatment
4905,treatment
7714,control
14315,treatment
10152,treatment
7924,control
6582,treatment
7698,treatment
6388,control
11090,control
12093,control
9821,control
13887,control
11434,control
8666,treatment
11726,treatment
1522,treatment
3674,treatment
14055,treatment
8334,treatment
1831,control
3979,control
6213,treatment
2005,treatment
9499,control
13362,treatment
7037,treatment
6946,control
12073,control
7214,control
10142,control
14292,control
9828,treatment
13962,treatment
1918,treatment
3546,control
12613,treatment
1437,treatment
3917,control
5826,treatment
3958,treatment
9670,treatment
12567,control
5540,treatment
3724,treatment
1990,control
6982,treatment
2591,treatment
3991,treatment
2305,control
3378,control
5767,control
13065,control
5730,control
1286,control
13616,treatment
5203,control
7659,treatment
12757,control
2843,treatment
11203,treatment
5759,control
14847,treatment
5486,treatment
4951,control
4698,treatment
8876,control
5483,treatment
10874,treatment
9403,treatment
3816,treatment
3240,treatment
7809,control
11625,treatment
9641,control
8434,treatment
2175,control
7594,control
5261,treatment
4924,control
4106,control
145,control
13689,treatment
5057,treatment
3820,control
2404,treatment
1560,treatment
7777,treatment
9082,control
10386,treatment
7284,control
784,control
6191,treatment
10214,treatment
6665,control
12231,treatment
12532,control
4559,treatment
6160,treatment
11274,control
6365,treatment
13227,treatment
14524,treatment
9247,control
14122,control
13911,control
4171,control
7441,treatment
8838,treatment
6478,treatment
8088,treatment
6018,control
14075,control
14643,control
5157,control
10540,control
10264,control
13386,treatment
5402,treatment
14036,control
12079,control
3706,control
1246,control
12486,treatment
4048,control
2131,treatment
5608,treatment
1421,treatment
5591,treatment
1958,control
1360,control
937,treatment
12644,treatment
9573,control
427,control
9812,control
12095,treatment
13319,control
3852,control
2627,control
12315,control
1600,control
2956,control
11000,control
10475,treatment
1450,treatment
9021,control
759,control
8253,treatment
128,control
1737,control
11166,treatment
11359,treatment
2441,treatment
10781,control
1661,control
9460,control
14639,treatment
3808,treatment
10972,treatment
2092,control
14725,control
2816,treatment
7398,treatment
6660,treatment
14805,treatment
14172,control
10593,treatment
5663,control
173,treatment
10913,treatment
244,control
6543,treatment
3755,treatment
1199,treatment
2928,control
6693,control
8813,treatment
2068,control
3266,control
9228,treatment
4519,treatment
10507,control
2114,treatment
4547,control
1219,treatment
10352,treatment
6292,control
4823,control
11986,treatment
1733,control
7318,treatment
953,control
5954,treatment
11759,treatment
4395,control
13531,treatment
4682,treatment
1105,treatment
7754,treatment
10347,control
1226,control
13693,control
13620,control
14509,treatment
9751,control
14698,treatment
13276,control
6656,treatment
1944,control
2474,control
10428,control
9545,control
14003,treatment
1351,control
4054,control
9879,treatment
8060,control
8459,treatment
7737,treatment
4065,control
1913,treatment
2333,treatment
2595,treatment
6581,control
12906,control
9947,treatment
3980,treatment
1415,control
14935,control
2,treatment
6367,control
11171,control
4068,treatment
1845,control
12382,control
10459,control
14165,control
691,treatment
14899,treatment
8625,control
12395,treatment
5603,treatment
28,control
11032,treatment
5258,control
4864,control
4780,control
8950,control
5957,treatment
11836,treatment
7170,control
6812,treatment
4979,control
9223,control
11927,treatment
8103,treatment
2828,treatment
13325,control
3196,treatment
690,treatment
21,treatment
14235,control
7506,treatment
3402,treatment
3759,treatment
1070,treatment
4942,treatment
8424,control
9254,control
1132,treatment
3130,treatment
12771,treatment
9074,control
7167,treatment
5965,control
5980,treatment
3328,treatment
1889,control
9147,treatment
9928,control
8518,control
8521,control
4474,treatment
4784,control
976,treatment
4938,treatment
8120,control
1720,treatment
2579,control
13687,control
6587,control
5401,control
5691,treatment
6634,treatment
7219,treatment
2317,control
7778,treatment
279,treatment
403,treatment
2488,control
6565,treatment
3560,control
13050,control
8907,treatment
2256,treatment
5921,control
11874,treatment
11935,control
4847,treatment
4528,control
12002,treatment
2061,treatment
6493,control
5107,control
6310,treatment
2678,control
14436,control
1959,treatment
3108,control
13136,treatment
5158,treatment
12199,treatment
6380,treatment
302,treatment
8959,treatment
3468,control
10468,treatment
7175,treatment
6316,control
5651,treatment
5578,treatment
13512,control
8054,treatment
6724,control
14318,treatment
10708,control
13214,treatment
9319,control
2821,control
752,treatment
2519,control
579,control
4648,treatment
8609,treatment
8092,control
1329,control
13142,control
13857,control
14293,treatment
3896,treatment
7743,treatment
11080,control
6884,control
870,treatment
9419,treatment
9645,control
1012,control
12767,treatment
2364,treatment
2950,treatment
2309,control
2422,treatment
14109,treatment
8171,control
2272,control
14598,control
6090,treatment
12854,control
3843,control
7982,treatment
9754,control
12187,control
12586,control
5392,control
7262,control
3231,treatment
4447,treatment
9632,treatment
5503,control
9647,control
8905,treatment
2568,treatment
12461,control
13526,control
6685,control
13376,treatment
4561,control
3330,control
9585,control
5189,treatment
11943,treatment
9802,treatment
2529,control
12934,treatment
12418,control
6734,control
12855,treatment
12898,treatment
6832,control
12466,control
4222,treatment
6670,control
6811,control
7057,treatment
667,treatment
3556,treatment
2128,control
7802,control
677,control
5294,treatment
13515,control
3609,control
14810,treatment
14520,control
6472,treatment
2923,control
796,control
11654,treatment
11015,control
14112,control
14356,control
10798,control
3577,control
11129,treatment
7063,treatment
10787,treatment
14662,control
12361,control
4998,treatment
6760,control
11966,control
364,treatment
13668,treatment
532,treatment
3718,control
11719,treatment
6144,control
3293,treatment
6385,control
14945,treatment
14738,treatment
7579,control
13645,treatment
11690,control
1723,control
13256,control
14554,treatment
1424,control
6314,treatment
3757,treatment
2345,control
3413,control
13916,treatment
4617,treatment
6331,control
2322,treatment
3337,treatment
4459,treatment
7303,control
5250,treatment
4821,treatment
13058,control
14392,treatment
9095,treatment
13934,control
10309,control
1937,treatment
7845,control
13412,treatment
13838,control
6518,control
12511,control
3138,treatment
7637,control
27,treatment
1900,treatment
9482,control
7293,control
4270,control
8094,control
3380,control
4606,control
30,control
11904,control
10479,treatment
1245,treatment
10105,control
2069,treatment
111,control
8717,treatment
10202,treatment
12994,control
5416,treatment
857,control
8440,control
8116,treatment
11873,control
6400,control
14299,control
7850,treatment
8082,treatment
10230,treatment
12471,control
9779,control
6002,treatment
5341,control
2414,control
13550,control
5922,control
12147,control
175,treatment
1979,control
14476,control
13309,treatment
12367,treatment
6764,treatment
2030,control
3100,treatment
8969,control
3652,control
12793,control
2889,control
8356,control
6356,control
9770,treatment
7182,control
6434,control
11567,control
7817,control
9787,treatment
14856,treatment
6949,control
9807,control
161,treatment
3965,treatment
2406,control
415,control
6141,treatment
453,treatment
9982,treatment
2486,control
1692,control
14844,treatment
11460,control
2772,control
7151,control
2567,treatment
13902,control
11952,treatment
4402,control
3294,control
1866,treatment
5583,control
14860,treatment
5445,control
1657,treatment
661,treatment
1060,treatment
4354,control
2514,treatment
12993,treatment
1021,control
11286,control
3102,control
8272,control
13688,control
6249,control
1378,treatment
3789,treatment
8642,control
14007,control
13143,control
12430,treatment
13011,control
9326,treatment
14355,treatment
14284,treatment
13718,control
11468,control
12482,treatment
2739,treatment
11994,control
5193,treatment
10637,treatment
216,treatment
7852,treatment
6742,control
812,control
6857,treatment
10591,control
4158,treatment
4479,treatment
3323,control
5178,treatment
12961,control
12058,treatment
3111,control
11808,treatment
3624,control
2904,treatment
12839,treatment
6834,treatment
6062,control
13609,treatment
9612,treatment
4467,treatment
2792,control
3397,treatment
3682,treatment
1643,control
4860,treatment
3678,treatment
12105,control
12695,control
13884,treatment
12280,treatment
10565,treatment
8026,control
6302,control
7288,treatment
3878,control
1716,treatment
3109,treatment
8237,treatment
11780,treatment
9725,control
755,treatment
4711,treatment
3220,control
14727,control
6782,treatment
6254,control
8361,control
8290,control
13598,treatment
9953,treatment
9898,treatment
12303,treatment
8606,treatment
7584,treatment
12193,treatment
8903,control
9592,treatment
5670,treatment
8121,treatment
951,treatment
14069,control
14253,control
9465,treatment
1793,treatment
3536,treatment
4731,control
10709,control
3940,treatment
11852,control
6120,control
8028,control
5819,treatment
1721,control
11168,control
5377,control
13555,control
13228,treatment
12953,treatment
13137,control
13381,control
4109,treatment
1403,control
11336,treatment
2276,treatment
8931,treatment
12301,control
6854,control
12967,control
808,treatment
9358,control
8346,treatment
1787,control
5849,control
8403,treatment
7140,control
10712,treatment
598,treatment
9860,control
718,treatment
5360,control
11529,control
5310,control
1361,control
9126,treatment
11647,control
12108,control
11736,treatment
13475,treatment
4851,control
9292,treatment
3978,treatment
2212,control
10001,control
2365,treatment
12801,control
7122,treatment
3773,control
11603,treatment
14508,treatment
7552,treatment
11089,treatment
14451,control
11333,treatment
11735,control
2635,treatment
14814,control
5891,control
8420,control
11661,treatment
11479,treatment
6750,control
9135,treatment
13935,treatment
3502,control
1343,treatment
1206,treatment
3897,control
3635,treatment
6127,control
8188,control
2728,control
9459,control
240,control
2159,treatment
6923,control
11358,control
12179,treatment
7739,control
14720,control
10516,control
2908,treatment
3450,control
10537,treatment
10783,treatment
13338,treatment
7820,control
1989,treatment
10856,control
13966,treatment
119,treatment
10019,treatment
4644,control
69,control
10886,control
14354,control
8616,treatment
1574,control
7452,treatment
4263,treatment
7075,control
14063,control
13535,control
1487,control
5818,treatment
14548,treatment
2721,treatment
3350,control
8878,treatment
8956,control
3038,control
11188,treatment
6638,treatment
13364,control
12777,treatment
638,control
14082,control
1789,treatment
3865,treatment
14749,treatment
9320,control
559,control
1023,control
4884,treatment
12115,control
7555,treatment
11085,treatment
14219,treatment
10302,treatment
14552,treatment
14530,treatment
13367,treatment
14306,control
10853,treatment
9617,control
2846,treatment
9672,control
9466,treatment
6352,control
1524,control
2680,treatment
12699,control
7142,treatment
13927,control
11459,treatment
3758,treatment
14667,treatment
10634,control
6871,control
8367,control
5477,treatment
12246,treatment
12278,treatment
6165,treatment
13819,control
8010,control
816,treatment
2400,treatment
10150,treatment
2059,control
5206,control
8837,control
5405,control
14276,treatment
12916,treatment
11909,treatment
7511,control
1701,treatment
9541,treatment
2154,treatment
1904,treatment
13105,control
14482,control
4957,treatment
5523,treatment
8589,treatment
12150,treatment
5012,treatment
4956,treatment
1617,control
12281,control
14205,treatment
10631,control
277,treatment
6346,control
9250,treatment
2494,treatment
1380,control
10763,treatment
5630,treatment
5815,control
13493,control
7317,control
1053,treatment
2857,control
7062,control
11515,control
9660,control
4570,treatment
9446,treatment
3212,treatment
1925,treatment
2250,control
9809,control
8713,treatment
8084,control
14820,control
6181,control
5085,treatment
3033,treatment
9748,treatment
9249,control
3371,control
9698,treatment
9399,treatment
1577,control
955,treatment
5793,control
3775,control
5884,control
1464,control
11619,control
3571,control
2522,treatment
8761,control
10609,control
10369,control
14411,treatment
4294,treatment
10320,control
7949,control
9636,treatment
4656,treatment
13811,control
1869,treatment
9068,treatment
10579,treatment
14694,treatment
14464,treatment
5732,treatment
11724,control
3412,control
4964,control
4736,treatment
3269,control
13488,control
12651,control
2501,treatment
4375,control
13440,treatment
11422,treatment
6794,treatment
4566,treatment
317,control
10261,control
8940,control
13761,treatment
8856,control
13012,control
4862,control
8457,treatment
11610,control
4930,treatment
9637,treatment
11160,control
1633,control
1671,control
1840,control
3936,treatment
6970,control
13240,control
4568,treatment
11572,control
12756,control
3139,treatment
6109,control
2004,treatment
8926,treatment
10531,control
10269,treatment
9596,control
3257,control
14689,control
6661,treatment
6799,control
3317,control
4817,control
12538,treatment
4437,control
2218,treatment
1115,control
13315,control
13680,treatment
1870,control
13513,treatment
3035,control
7767,treatment
7989,control
4909,treatment
10987,treatment
8877,control
8050,control
9673,control
4231,treatment
12523,control
7540,control
2143,control
13057,control
10572,treatment
6621,treatment
5853,control
6539,treatment
12165,control
3525,control
6111,control
103,control
8441,control
12825,treatment
6370,control
12432,treatment
10167,control
12027,treatment
13946,control
3244,treatment
3291,control
14982,control
7841,control
13914,treatment
14873,treatment
14665,control
9281,treatment
7518,control
14933,treatment
6795,control
13587,treatment
14730,treatment
7321,control
3458,treatment
4652,treatment
8685,treatment
9261,control
4297,control
3918,treatment
13527,treatment
11855,control
10358,treatment
2375,treatment
8677,treatment
5086,treatment
12848,control
12329,treatment
6942,treatment
9908,treatment
6197,control
7205,treatment
4650,control
5319,control
6945,treatment
11,control
9566,control
8840,treatment
2144,treatment
12615,control
104,control
2462,treatment
10802,treatment
13498,treatment
5237,treatment
11339,treatment
13504,treatment
1080,treatment
10284,control
11835,treatment
4197,treatment
12198,treatment
7708,treatment
7658,treatment
2729,treatment
10486,treatment
9020,control
1832,control
1746,control
10827,treatment
2245,treatment
8158,control
12673,control
11326,control
4300,control
10301,treatment
5706,treatment
5969,treatment
3952,treatment
8418,treatment
2440,control
6723,treatment
2367,control
4456,control
5858,control
10661,treatment
4622,treatment
1876,treatment
12270,treatment
12679,control
9274,treatment
6507,treatment
7134,treatment
3756,control
2731,control
13644,control
14816,control
6516,treatment
1228,treatment
4049,control
11061,control
14792,control
3225,treatment
1280,treatment
14388,treatment
8615,control
8769,control
10148,treatment
11932,treatment
8225,treatment
3159,treatment
7536,control
8972,control
11508,control
8182,treatment
4336,control
4610,control
11002,control
13485,control
9535,control
5105,treatment
6363,treatment
14230,control
4365,treatment
4104,treatment
14549,control
6117,treatment
11803,control
4082,control
10419,treatment
2499,control
10494,treatment
3945,control
3316,control
13705,treatment
1042,control
3625,treatment
4797,treatment
3508,treatment
6396,control
1473,control
6174,control
2971,treatment
3479,control
9029,treatment
3119,control
12631,treatment
97,control
11126,treatment
7257,treatment
5713,control
14743,control
14203,treatment
11767,treatment
11609,treatment
7628,treatment
2967,control
6566,treatment
3279,treatment
9027,control
5487,treatment
3197,control
7440,control
13789,treatment
12569,treatment
4671,treatment
14000,treatment
11826,control
1063,treatment
1833,treatment
10490,treatment
2994,control
764,control
11275,control
12312,treatment
10496,control
4099,control
8958,control
5077,control
2137,treatment
3787,treatment
9930,treatment
657,control
491,treatment
12620,treatment
6602,control
14020,control
6252,treatment
14270,treatment
4140,control
3503,control
9308,treatment
4310,treatment
4410,treatment
14224,treatment
10937,treatment
12404,treatment
9158,control
47,control
3774,control
2507,treatment
10252,treatment
3643,treatment
3053,treatment
1740,control
11703,control
4015,treatment
12442,control
2390,control
8190,treatment
4781,treatment
8707,treatment
13222,treatment
11685,control
1118,treatment
11867,treatment
2976,treatment
447,treatment
9297,control
10948,treatment
12962,treatment
14898,control
4714,treatment
11330,treatment
10946,treatment
1563,control
12254,control
6138,control
13015,treatment
576,treatment
5336,treatment
12591,treatment
383,treatment
414,treatment
9039,control
3042,treatment
4304,control
10134,treatment
7730,control
6806,control
12869,treatment
9941,control
11920,treatment
2585,treatment
2302,control
13704,treatment
11137,control
630,treatment
7324,treatment
1445,control
3785,control
11498,control
14470,control
9057,treatment
7963,treatment
6349,control
12386,treatment
11545,control
5549,treatment
1281,treatment
10751,treatment
7535,control
14641,treatment
3780,treatment
4522,control
8305,control
1572,treatment
6221,control
12691,control
84,control
4965,treatment
10629,control
7676,treatment
14440,treatment
8545,control
11193,control
12075,treatment
9825,control
8947,treatment
4142,treatment
118,treatment
2837,control
13586,control
1066,treatment
13948,control
8593,treatment
13860,control
5836,treatment
12517,control
9211,treatment
12052,control
14986,treatment
12017,control
2252,treatment
9212,control
11140,treatment
4832,treatment
1371,control
14869,control
7061,treatment
9182,treatment
6260,control
4373,treatment
7100,treatment
6701,control
7577,treatment
7662,treatment
5464,treatment
2926,treatment
9431,control
2919,treatment
12227,control
6835,control
2420,treatment
1936,control
10253,control
13653,treatment
13165,treatment
6960,control
2466,control
14164,treatment
10925,control
8043,treatment
14184,treatment
13759,control
9715,treatment
13424,control
749,control
1823,control
3720,treatment
8164,control
6830,control
8181,control
6941,treatment
1573,control
1581,control
1191,control
2434,treatment
4347,treatment
5999,control
2081,treatment
185,control
8949,treatment
13697,treatment
7725,control
6533,control
4619,control
6522,control
10764,treatment
9485,control
1837,treatment
6017,treatment
10123,control
4883,treatment
9092,treatment
11272,treatment
14175,treatment
2424,control
10864,control
8413,control
479,treatment
4130,control
3177,treatment
802,control
6299,control
4933,treatment
10672,treatment
11343,treatment
8240,control
8725,control
3254,treatment
2543,treatment
743,control
10873,treatment
13879,control
3619,treatment
1213,treatment
312,control
6162,control
3359,treatment
12177,treatment
208,treatment
3473,treatment
1433,control
6496,treatment
4764,treatment
12061,treatment
13074,control
11905,control
7191,treatment
6464,control
10131,treatment
6329,treatment
2621,control
7798,treatment
1248,control
13399,control
12299,treatment
3743,control
1412,control
9173,treatment
13163,control
8392,control
6592,treatment
5068,treatment
10034,treatment
12228,treatment
8175,treatment
7897,treatment
7448,control
7304,treatment
12237,treatment
10371,control
4704,treatment
14670,treatment
1074,treatment
9317,treatment
9007,control
6635,control
4996,treatment
688,treatment
10256,control
4659,treatment
683,treatment
14772,control
4012,treatment
13581,control
1470,treatment
332,treatment
12944,control
13124,treatment
708,treatment
5573,control
8402,control
14902,control
6029,treatment
2755,control
12974,treatment
14780,treatment
8016,control
6378,control
9314,control
319,control
9,control
13790,control
11296,control
3854,control
1183,control
461,treatment
14422,control
12683,control
11876,control
10318,control
5846,treatment
12319,control
7890,treatment
2334,control
7373,control
2520,control
457,control
7596,treatment
6282,control
12478,treatment
3888,control
8053,treatment
14990,control
10207,control
14622,control
12530,treatment
6925,treatment
8693,treatment
11649,control
10970,treatment
12942,treatment
10862,treatment
3999,treatment
8742,control
6146,control
625,control
10865,treatment
6091,treatment
2220,treatment
12247,treatment
149,treatment
11541,treatment
5281,treatment
14739,treatment
5168,treatment
8142,control
1644,control
12178,treatment
6042,treatment
5072,control
12118,treatment
14402,treatment
7323,treatment
247,treatment
8611,treatment
9022,treatment
7561,treatment
7604,control
8096,treatment
2972,treatment
12205,control
1057,control
9337,treatment
4305,control
11922,treatment
14400,treatment
2374,treatment
11184,treatment
11035,control
6743,control
353,treatment
3298,control
7805,treatment
10524,treatment
11965,treatment
14942,control
14301,treatment
3801,control
3702,treatment
9280,control
336,control
7118,treatment
6019,control
14544,control
5734,control
8558,treatment
3123,treatment
13836,treatment
10997,control
11178,treatment
8671,control
12692,control
14932,treatment
12632,control
5283,control
10392,control
12987,treatment
12506,control
2238,treatment
9105,treatment
12161,control
6833,control
2887,treatment
1635,control
1011,control
4120,control
10363,control
7846,treatment
12851,treatment
12576,control
10025,treatment
2051,treatment
2368,control
12785,treatment
7799,treatment
10841,control
7960,treatment
11448,treatment
2126,treatment
6530,control
2394,treatment
12489,treatment
13824,control
314,treatment
3838,control
5834,control
8065,control
936,treatment
11756,control
10621,control
4073,treatment
10456,treatment
6935,treatment
13797,control
4260,treatment
9916,treatment
14914,treatment
8068,treatment
1506,treatment
10943,treatment
3034,control
12840,treatment
7099,treatment
10734,treatment
7078,control
5889,control
10133,control
6632,control
12049,control
2743,control
7097,treatment
2491,treatment
12104,control
5350,control
10013,treatment
3325,treatment
2421,control
3066,control
7492,treatment
12575,treatment
12808,control
10510,control
7245,treatment
7406,control
13320,treatment
5497,control
11656,control
984,treatment
7409,treatment
5321,treatment
6922,control
1609,control
12038,control
3907,treatment
12769,control
10416,control
2031,control
577,control
4262,treatment
4438,treatment
12358,control
6700,control
14705,treatment
1022,treatment
5801,control
10650,treatment
7523,treatment
14714,treatment
12670,control
11993,control
5235,control
8632,control
7046,treatment
7005,treatment
13284,control
674,control
9086,control
2040,control
5901,control
3284,control
8316,treatment
11426,treatment
5903,control
11120,control
13100,control
6984,treatment
5700,treatment
14707,control
5462,treatment
14242,treatment
3892,control
14157,treatment
12451,control
14325,control
4506,treatment
6626,treatment
11062,control
820,control
11844,control
12652,treatment
6866,control
14611,treatment
5842,treatment
13092,treatment
2012,treatment
5600,treatment
2049,treatment
5308,treatment
1251,control
7146,control
3201,treatment
11981,control
5146,control
7496,control
4090,control
1894,treatment
12060,treatment
1225,control
9777,treatment
3689,control
2328,treatment
1296,treatment
3734,control
14742,control
9996,control
10899,control
13152,treatment
13686,control
3524,control
2784,treatment
8786,treatment
1642,treatment
5352,treatment
8630,control
10298,control
8455,control
6024,control
14895,treatment
5129,control
4958,treatment
2036,treatment
13250,control
884,control
6919,control
6713,control
13088,treatment
324,control
5060,treatment
1455,control
12473,control
10686,treatment
6409,treatment
12816,treatment
12752,treatment
8446,treatment
4631,control
13666,treatment
2348,control
13106,treatment
2033,treatment
4021,treatment
13862,control
10102,treatment
2433,treatment
9381,treatment
6021,control
12343,treatment
4242,treatment
14740,control
9848,treatment
4006,treatment
8858,treatment
14029,control
1499,control
1368,treatment
12102,treatment
10272,treatment
2431,treatment
7724,treatment
1585,control
2167,treatment
1640,treatment
13564,treatment
1025,control
14754,treatment
4340,control
9351,control
13593,control
13083,treatment
2583,control
13470,control
14290,control
9032,treatment
570,treatment
6655,treatment
4946,treatment
2817,control
9626,control
7307,control
7469,treatment
4685,control
5810,control
5564,control
6717,treatment
10639,control
11103,treatment
1973,control
12606,treatment
13589,treatment
11554,treatment
14196,control
9504,treatment
14614,treatment
2338,control
11396,control
12446,control
4121,treatment
307,treatment
7404,control
8766,control
4677,control
344,treatment
3740,treatment
10141,control
12156,treatment
14939,control
12208,treatment
12700,control
13726,treatment
11420,control
6184,treatment
1113,control
3552,treatment
3742,treatment
4893,treatment
7618,treatment
4318,treatment
7554,treatment
832,treatment
821,control
3805,control
4857,treatment
11995,control
475,control
13828,control
14817,treatment
13619,control
8587,treatment
8682,treatment
8228,treatment
3788,treatment
11834,treatment
248,control
13872,control
9377,treatment
14653,treatment
2744,treatment
12751,treatment
226,treatment
2275,treatment
439,control
12894,treatment
3540,treatment
10336,treatment
9811,treatment
2112,treatment
7234,control
9324,treatment
6663,control
11307,control
8804,control
5035,control
2914,control
7154,treatment
6397,treatment
10157,control
4715,control
9966,treatment
10190,control
8758,control
13328,control
9058,control
14226,control
11828,treatment
6515,treatment
4464,control
3713,treatment
11990,control
5493,treatment
10615,treatment
9581,treatment
11064,control
7249,control
9153,control
13869,control
1490,control
2741,treatment
10848,control
10410,control
4302,control
7979,control
709,control
6072,control
3920,control
9458,control
1408,treatment
9792,control
13947,treatment
10923,treatment
10861,control
341,treatment
7641,control
7132,treatment
2352,control
8450,control
2601,treatment
7208,control
8131,treatment
14335,control
9682,control
3149,control
8254,control
4258,control
2545,treatment
10669,control
5574,treatment
12332,control
11194,control
8729,treatment
12843,control
8482,treatment
12976,control
6116,treatment
12867,control
9885,treatment
14153,treatment
2312,treatment
2183,control
8229,treatment
122,control
11383,treatment
11878,treatment
10112,control
10342,control
1278,control
406,treatment
13002,treatment
12608,treatment
8220,treatment
13287,control
2929,control
4046,control
4429,treatment
12422,treatment
8286,treatment
8251,treatment
7977,control
3671,treatment
5461,control
195,treatment
9162,control
883,treatment
7569,treatment
11482,control
13912,treatment
12949,control
2306,treatment
3018,control
13208,control
6667,treatment
4950,control
4837,treatment
6560,treatment
11029,control
10534,treatment
5470,treatment
9240,treatment
11705,treatment
4415,control
13611,control
10075,control
8640,treatment
12302,treatment
13795,treatment
4516,control
9570,treatment
10307,control
6479,treatment
5284,treatment
13486,control
12624,treatment
11617,control
12456,control
417,control
3529,control
768,treatment
10462,treatment
5988,control
3704,control
12153,control
7801,treatment
14960,control
5542,treatment
7015,treatment
1982,control
4286,treatment
6748,treatment
4588,treatment
10446,treatment
12721,treatment
983,treatment
6611,treatment
416,control
9659,treatment
8489,treatment
13928,treatment
4063,control
8058,control
4999,treatment
9380,treatment
2722,treatment
9438,treatment
602,treatment
10811,control
13579,control
4541,control
2897,treatment
12164,control
2107,treatment
12665,control
4276,treatment
6980,treatment
4726,control
13115,control
4497,treatment
6359,treatment
10177,treatment
13554,control
4051,control
10198,treatment
4706,control
8522,control
8994,control
12718,treatment
3248,control
8194,control
3496,control
8974,control
3090,treatment
1157,control
9100,treatment
11375,control
2087,treatment
5633,control
9888,control
5091,control
14317,treatment
14789,treatment
9087,treatment
11869,treatment
11711,control
4379,treatment
13111,treatment
12663,control
8359,control
12983,control
14839,control
4845,treatment
12524,control
7432,treatment
1159,treatment
7232,control
3549,control
993,treatment
1174,treatment
568,control
6929,treatment
8470,treatment
8242,control
444,control
5505,control
8561,treatment
6998,treatment
10000,control
4454,treatment
8763,control
506,treatment
5059,control
758,treatment
10698,treatment
5432,control
3877,treatment
193,treatment
12357,control
6953,treatment
11842,treatment
12616,treatment
11793,control
11578,treatment
9268,control
12080,treatment
441,control
12879,treatment
4323,treatment
3073,treatment
3086,treatment
10881,control
13716,treatment
11371,treatment
12381,control
2258,treatment
10624,control
4412,control
3532,treatment
3415,treatment
13368,treatment
9133,control
2667,control
6422,control
7986,control
10926,treatment
2884,treatment
9315,control
10305,control
7861,treatment
13713,treatment
4330,control
7014,control
9872,treatment
4261,treatment
11851,treatment
7757,control
11094,treatment
12558,control
7936,treatment
10820,treatment
5741,control
3299,treatment
3444,treatment
12981,treatment
7794,control
14459,treatment
10548,control
8530,treatment
10196,treatment
1687,treatment
10027,treatment
6529,treatment
14456,treatment
7294,control
10111,control
8294,treatment
3466,control
278,treatment
12956,control
2851,treatment
800,control
488,control
3922,control
13867,control
4084,control
132,control
1927,control
8911,control
2203,treatment
12481,treatment
6936,control
2311,control
2243,treatment
13406,treatment
6206,control
10091,control
11925,control
1863,control
11631,control
545,treatment
7826,treatment
2903,control
12764,treatment
9239,control
14079,control
3663,treatment
10488,treatment
2984,treatment
6114,control
8734,treatment
10501,treatment
6933,control
9831,treatment
2181,treatment
14444,control
11730,treatment
13471,treatment
12529,treatment
8138,control
1903,treatment
554,control
6675,treatment
635,treatment
7126,treatment
13542,treatment
13787,treatment
3301,treatment
10660,control
2286,treatment
9721,treatment
10038,treatment
10390,treatment
12546,control
9511,treatment
5413,control
