user_id,gender,age,region
3074,М,47,Иркутская область
3075,Ж,39,Оренбургская область
3076,М,28,Краснодарский край
3077,М,34,Краснодарский край
3078,М,39,Санкт-Петербург
3079,М,33,Краснодарский край
3080,Ж,40,Нижегородская область
3081,Ж,33,Нижегородская область
3082,Ж,33,Иркутская область
3083,М,37,Санкт-Петербург
3084,М,29,Краснодарский край
3085,Ж,32,Санкт-Петербург
3086,Ж,28,Краснодарский край
3087,М,41,Санкт-Петербург
3088,М,32,Иркутская область
3089,М,27,Иркутская область
3090,М,34,Краснодарский край
3091,Ж,37,Краснодарский край
3092,Ж,39,Нижегородская область
3093,Ж,36,Краснодарский край
3094,М,34,Санкт-Петербург
3095,Ж,26,Санкт-Петербург
3096,М,42,Санкт-Петербург
3097,М,33,Краснодарский край
3098,Ж,35,Иркутская область
3099,М,42,Санкт-Петербург
3100,Ж,27,Санкт-Петербург
3101,Ж,35,Оренбургская область
3102,Ж,30,Оренбургская область
3103,М,28,Краснодарский край
3104,Ж,28,Санкт-Петербург
3105,Ж,34,Краснодарский край
3106,Ж,34,Нижегородская область
3107,М,32,Оренбургская область
3108,М,36,Краснодарский край
3109,Ж,32,Краснодарский край
3110,Ж,32,Нижегородская область
3111,Ж,38,Оренбургская область
3112,М,41,Астраханская область
3113,Ж,36,Иркутская область
3114,М,33,Краснодарский край
3115,М,43,Санкт-Петербург
3116,М,41,Краснодарский край
3117,Ж,36,Нижегородская область
3118,Ж,36,Санкт-Петербург
3119,Ж,34,Иркутская область
3120,М,37,Республика Адыгея
3121,Ж,35,Краснодарский край
3122,Ж,35,Краснодарский край
3123,Ж,36,Иркутская область
3124,М,31,Краснодарский край
3125,М,26,Краснодарский край
3126,М,38,Краснодарский край
3127,Ж,44,Краснодарский край
3128,М,40,Нижегородская область
3129,М,40,Нижегородская область
3130,М,25,Астраханская область
3131,М,38,Санкт-Петербург
3132,Ж,34,Краснодарский край
3133,М,33,Краснодарский край
3134,М,36,Иркутская область
3135,Ж,44,Нижегородская область
3136,М,36,Иркутская область
3137,М,40,Краснодарский край
3138,М,29,Нижегородская область
3139,М,40,Республика Адыгея
3140,Ж,26,Краснодарский край
3141,Ж,33,Краснодарский край
3142,Ж,41,Астраханская область
3143,М,25,Санкт-Петербург
3144,М,31,Астраханская область
3145,М,30,Оренбургская область
3146,Ж,32,Краснодарский край
3147,М,33,Санкт-Петербург
3148,М,34,Санкт-Петербург
3149,Ж,37,Краснодарский край
3150,Ж,39,Санкт-Петербург
3151,М,32,Краснодарский край
3152,М,42,Краснодарский край
3153,М,40,Краснодарский край
3154,М,34,Краснодарский край
3155,М,36,Краснодарский край
3156,М,37,Санкт-Петербург
3157,Ж,38,Краснодарский край
3158,Ж,36,Краснодарский край
3159,М,37,Краснодарский край
3160,М,30,Оренбургская область
3161,Ж,32,Астраханская область
3162,М,31,Краснодарский край
3163,Ж,33,Иркутская область
3164,Ж,34,Санкт-Петербург
3165,Ж,35,Краснодарский край
3166,М,34,Астраханская область
3167,Ж,33,Краснодарский край
3168,Ж,29,Краснодарский край
3169,Ж,29,Краснодарский край
3170,Ж,35,Краснодарский край
3171,М,45,Оренбургская область
3172,М,28,Санкт-Петербург
3173,М,26,Санкт-Петербург
3174,Ж,33,Санкт-Петербург
3175,Ж,41,Краснодарский край
3176,М,37,Нижегородская область
3177,Ж,45,Санкт-Петербург
3178,М,27,Краснодарский край
3179,М,41,Краснодарский край
3180,Ж,30,Республика Адыгея
3181,Ж,31,Краснодарский край
3182,М,31,Краснодарский край
3183,М,38,Нижегородская область
3184,Ж,29,Нижегородская область
3185,Ж,32,Краснодарский край
3186,М,38,Краснодарский край
3187,Ж,37,Краснодарский край
3188,Ж,34,Санкт-Петербург
3189,Ж,31,Краснодарский край
3190,Ж,43,Краснодарский край
3191,М,35,Иркутская область
3192,Ж,33,Санкт-Петербург
3193,М,32,Краснодарский край
3194,М,39,Краснодарский край
3195,М,26,Краснодарский край
3196,Ж,31,Санкт-Петербург
3197,М,39,Нижегородская область
3198,М,35,Краснодарский край
3199,Ж,37,Санкт-Петербург
3200,Ж,36,Санкт-Петербург
3201,М,37,Краснодарский край
3202,Ж,28,Нижегородская область
3203,Ж,34,Санкт-Петербург
3204,М,22,Оренбургская область
3205,Ж,37,Иркутская область
3206,Ж,34,Краснодарский край
3207,М,36,Иркутская область
3208,Ж,35,Краснодарский край
3209,М,32,Оренбургская область
3210,Ж,28,Санкт-Петербург
3211,Ж,42,Оренбургская область
3212,М,36,Краснодарский край
3213,Ж,30,Оренбургская область
3214,М,25,Краснодарский край
3215,Ж,33,Санкт-Петербург
3216,М,36,Республика Адыгея
3217,Ж,37,Санкт-Петербург
3218,Ж,35,Оренбургская область
3219,Ж,44,Нижегородская область
3220,М,39,Астраханская область
3221,Ж,35,Республика Адыгея
3222,М,47,Краснодарский край
3223,Ж,39,Иркутская область
3224,М,35,Краснодарский край
3225,М,34,Краснодарский край
3226,Ж,33,Краснодарский край
3227,М,28,Нижегородская область
3228,М,32,Оренбургская область
3229,М,35,Санкт-Петербург
3230,М,38,Краснодарский край
3231,М,33,Иркутская область
3232,Ж,46,Санкт-Петербург
3233,М,30,Санкт-Петербург
3234,Ж,31,Краснодарский край
3235,Ж,40,Краснодарский край
3236,М,31,Нижегородская область
3237,М,34,Иркутская область
3238,Ж,32,Иркутская область
3239,М,33,Краснодарский край
3240,М,40,Оренбургская область
3241,Ж,35,Санкт-Петербург
3242,М,25,Санкт-Петербург
3243,Ж,31,Санкт-Петербург
3244,Ж,33,Краснодарский край
3245,Ж,40,Санкт-Петербург
3246,М,38,Санкт-Петербург
3247,М,31,Санкт-Петербург
3248,Ж,38,Краснодарский край
3249,М,33,Краснодарский край
3250,М,35,Краснодарский край
3251,М,31,Краснодарский край
3252,Ж,40,Санкт-Петербург
3253,Ж,29,Санкт-Петербург
3254,М,40,Краснодарский край
3255,М,33,Санкт-Петербург
3256,М,34,Иркутская область
3257,Ж,41,Краснодарский край
3258,М,39,Санкт-Петербург
3259,Ж,36,Нижегородская область
3260,М,34,Краснодарский край
3261,М,35,Иркутская область
3262,М,33,Санкт-Петербург
3263,М,32,Санкт-Петербург
3264,М,38,Санкт-Петербург
3265,Ж,39,Краснодарский край
3266,М,29,Краснодарский край
3267,М,34,Краснодарский край
3268,Ж,43,Санкт-Петербург
3269,М,39,Краснодарский край
3270,Ж,33,Иркутская область
3271,М,33,Краснодарский край
3272,М,41,Иркутская область
3273,М,39,Нижегородская область
3274,М,40,Санкт-Петербург
3275,Ж,33,Санкт-Петербург
3276,Ж,32,Санкт-Петербург
3277,М,33,Нижегородская область
3278,М,40,Краснодарский край
3279,М,39,Иркутская область
3280,Ж,33,Краснодарский край
3281,Ж,29,Нижегородская область
3282,Ж,38,Краснодарский край
3283,М,29,Санкт-Петербург
3284,Ж,33,Иркутская область
3285,Ж,36,Краснодарский край
3286,Ж,35,Оренбургская область
3287,М,20,Иркутская область
3288,М,40,Нижегородская область
3289,М,42,Оренбургская область
3290,Ж,28,Санкт-Петербург
3291,Ж,40,Оренбургская область
3292,Ж,27,Санкт-Петербург
3293,Ж,42,Санкт-Петербург
3294,М,41,Краснодарский край
3295,М,34,Санкт-Петербург
3296,М,24,Астраханская область
3297,М,34,Иркутская область
3298,Ж,37,Оренбургская область
3299,Ж,29,Санкт-Петербург
3300,М,35,Иркутская область
3301,Ж,32,Оренбургская область
3302,М,39,Иркутская область
3303,М,33,Нижегородская область
3304,Ж,34,Краснодарский край
3305,Ж,26,Санкт-Петербург
3306,М,35,Астраханская область
3307,Ж,40,Краснодарский край
3308,Ж,34,Иркутская область
3309,Ж,22,Санкт-Петербург
3310,Ж,40,Нижегородская область
3311,М,38,Краснодарский край
3312,Ж,37,Санкт-Петербург
3313,Ж,25,Краснодарский край
3314,М,36,Астраханская область
3315,Ж,26,Оренбургская область
3316,Ж,35,Нижегородская область
3317,Ж,32,Краснодарский край
3318,Ж,35,Оренбургская область
3319,М,43,Нижегородская область
3320,Ж,39,Иркутская область
3321,М,35,Нижегородская область
3322,М,40,Оренбургская область
3323,Ж,30,Нижегородская область
3324,М,39,Санкт-Петербург
3325,М,31,Краснодарский край
3326,Ж,38,Санкт-Петербург
3327,Ж,28,Краснодарский край
3328,Ж,31,Оренбургская область
3329,Ж,42,Краснодарский край
3330,М,29,Санкт-Петербург
3331,Ж,28,Санкт-Петербург
3332,Ж,37,Оренбургская область
3333,М,35,Иркутская область
3334,Ж,34,Краснодарский край
3335,М,33,Санкт-Петербург
3336,Ж,32,Нижегородская область
3337,М,36,Санкт-Петербург
3338,Ж,28,Санкт-Петербург
3339,М,29,Нижегородская область
3340,М,36,Санкт-Петербург
3341,Ж,32,Санкт-Петербург
3342,Ж,34,Краснодарский край
3343,Ж,39,Краснодарский край
3344,Ж,41,Краснодарский край
3345,Ж,33,Оренбургская область
3346,Ж,41,Иркутская область
3347,Ж,34,Краснодарский край
3348,М,36,Иркутская область
3349,М,38,Санкт-Петербург
3350,Ж,42,Иркутская область
3351,Ж,30,Оренбургская область
3352,М,31,Иркутская область
3353,М,29,Санкт-Петербург
3354,Ж,33,Санкт-Петербург
3355,Ж,38,Нижегородская область
3356,М,28,Оренбургская область
3357,Ж,33,Нижегородская область
3358,М,36,Санкт-Петербург
3359,Ж,36,Астраханская область
3360,М,42,Нижегородская область
3361,М,43,Краснодарский край
3362,М,38,Иркутская область
3363,М,36,Санкт-Петербург
3364,Ж,35,Иркутская область
3365,Ж,32,Краснодарский край
3366,М,42,Астраханская область
3367,М,37,Санкт-Петербург
3368,М,46,Оренбургская область
3369,Ж,32,Краснодарский край
3370,М,31,Астраханская область
3371,Ж,33,Астраханская область
3372,М,32,Астраханская область
3373,М,40,Краснодарский край
3374,Ж,42,Краснодарский край
3375,М,34,Нижегородская область
3376,Ж,28,Санкт-Петербург
3377,Ж,37,Санкт-Петербург
3378,Ж,28,Астраханская область
3379,Ж,37,Санкт-Петербург
3380,М,36,Нижегородская область
3381,Ж,28,Республика Адыгея
3382,Ж,36,Нижегородская область
3383,М,31,Краснодарский край
3384,М,29,Краснодарский край
3385,Ж,32,Нижегородская область
3386,М,32,Санкт-Петербург
3387,Ж,43,Краснодарский край
3388,М,31,Санкт-Петербург
3389,М,38,Санкт-Петербург
3390,М,41,Оренбургская область
3391,М,30,Нижегородская область
3392,М,30,Иркутская область
3393,Ж,39,Краснодарский край
3394,М,42,Санкт-Петербург
3395,Ж,37,Оренбургская область
3396,Ж,44,Санкт-Петербург
3397,М,42,Оренбургская область
3398,Ж,31,Краснодарский край
3399,Ж,18,Нижегородская область
3400,Ж,35,Нижегородская область
3401,М,26,Санкт-Петербург
3402,М,31,Нижегородская область
3403,М,36,Нижегородская область
3404,Ж,39,Краснодарский край
3405,М,37,Иркутская область
3406,М,22,Оренбургская область
3407,М,27,Санкт-Петербург
3408,М,32,Санкт-Петербург
3409,М,34,Санкт-Петербург
3410,Ж,36,Иркутская область
3411,М,37,Краснодарский край
3412,М,29,Нижегородская область
3413,М,28,Астраханская область
3414,М,37,Краснодарский край
3415,Ж,33,Астраханская область
3416,Ж,41,Иркутская область
3417,Ж,33,Астраханская область
3418,Ж,41,Краснодарский край
3419,Ж,40,Оренбургская область
3420,Ж,27,Краснодарский край
3421,Ж,34,Санкт-Петербург
3422,М,25,Иркутская область
3423,М,36,Санкт-Петербург
3424,М,26,Санкт-Петербург
3425,Ж,37,Краснодарский край
3426,М,31,Краснодарский край
3427,Ж,41,Санкт-Петербург
3428,М,43,Оренбургская область
3429,М,31,Иркутская область
3430,М,35,Нижегородская область
3431,Ж,36,Краснодарский край
3432,Ж,29,Нижегородская область
3433,Ж,34,Республика Адыгея
3434,Ж,26,Иркутская область
3435,Ж,39,Нижегородская область
3436,Ж,35,Астраханская область
3437,М,37,Санкт-Петербург
3438,М,23,Краснодарский край
3439,М,34,Иркутская область
3440,Ж,33,Краснодарский край
3441,Ж,46,Нижегородская область
3442,М,34,Краснодарский край
3443,М,25,Краснодарский край
3444,М,40,Иркутская область
3445,Ж,28,Иркутская область
3446,М,33,Краснодарский край
3447,М,36,Нижегородская область
3448,М,31,Нижегородская область
3449,М,36,Оренбургская область
3450,Ж,39,Нижегородская область
3451,М,36,Санкт-Петербург
3452,М,28,Иркутская область
3453,М,39,Нижегородская область
3454,Ж,34,Нижегородская область
3455,М,39,Санкт-Петербург
3456,М,33,Иркутская область
3457,М,43,Оренбургская область
3458,М,32,Иркутская область
3459,Ж,31,Иркутская область
3460,Ж,38,Краснодарский край
3461,Ж,32,Краснодарский край
3462,М,43,Иркутская область
3463,М,34,Краснодарский край
3464,Ж,36,Астраханская область
3465,Ж,39,Краснодарский край
3466,М,38,Краснодарский край
3467,М,36,Иркутская область
3468,Ж,34,Нижегородская область
3469,М,32,Иркутская область
3470,М,24,Санкт-Петербург
3471,Ж,36,Санкт-Петербург
3472,Ж,33,Санкт-Петербург
3473,Ж,32,Оренбургская область
3474,Ж,28,Санкт-Петербург
3475,М,34,Краснодарский край
3476,М,27,Иркутская область
3477,Ж,37,Иркутская область
3478,Ж,36,Иркутская область
3479,М,39,Астраханская область
3480,М,34,Астраханская область
3481,Ж,33,Нижегородская область
3482,М,28,Краснодарский край
3483,Ж,35,Санкт-Петербург
3484,Ж,33,Краснодарский край
3485,Ж,30,Республика Адыгея
3486,М,28,Иркутская область
3487,М,30,Республика Адыгея
3488,Ж,33,Краснодарский край
3489,Ж,39,Нижегородская область
3490,М,37,Краснодарский край
3491,М,26,Нижегородская область
3492,М,44,Санкт-Петербург
3493,М,34,Санкт-Петербург
3494,Ж,39,Нижегородская область
3495,М,34,Санкт-Петербург
3496,М,39,Санкт-Петербург
3497,М,35,Нижегородская область
3498,Ж,42,Краснодарский край
3499,М,32,Нижегородская область
3500,М,29,Оренбургская область
3501,М,35,Нижегородская область
3502,М,37,Оренбургская область
3503,М,25,Иркутская область
3504,М,41,Краснодарский край
3505,М,30,Краснодарский край
3506,Ж,26,Нижегородская область
3507,М,47,Санкт-Петербург
3508,М,35,Краснодарский край
3509,Ж,36,Астраханская область
3510,М,35,Краснодарский край
3511,Ж,42,Оренбургская область
3512,М,25,Краснодарский край
3513,Ж,33,Краснодарский край
3514,Ж,28,Санкт-Петербург
3515,М,32,Иркутская область
3516,Ж,35,Нижегородская область
3517,М,32,Иркутская область
3518,М,47,Краснодарский край
3519,Ж,20,Санкт-Петербург
3520,М,29,Оренбургская область
3521,М,26,Санкт-Петербург
3522,Ж,36,Краснодарский край
3523,М,41,Санкт-Петербург
3524,Ж,37,Нижегородская область
3525,Ж,42,Краснодарский край
3526,Ж,29,Оренбургская область
3527,Ж,42,Нижегородская область
3528,М,34,Иркутская область
3529,М,31,Республика Адыгея
3530,М,31,Краснодарский край
3531,М,41,Санкт-Петербург
3532,М,31,Санкт-Петербург
3533,М,36,Краснодарский край
3534,Ж,35,Нижегородская область
3535,Ж,35,Санкт-Петербург
3536,М,28,Оренбургская область
3537,М,40,Краснодарский край
3538,М,34,Краснодарский край
3539,М,31,Краснодарский край
3540,Ж,31,Нижегородская область
3541,Ж,26,Нижегородская область
3542,М,30,Санкт-Петербург
3543,Ж,36,Краснодарский край
3544,Ж,21,Иркутская область
3545,Ж,26,Нижегородская область
3546,Ж,34,Оренбургская область
3547,Ж,34,Краснодарский край
3548,Ж,44,Краснодарский край
3549,М,38,Краснодарский край
3550,Ж,37,Оренбургская область
3551,Ж,34,Краснодарский край
3552,М,33,Оренбургская область
3553,М,41,Санкт-Петербург
3554,Ж,35,Краснодарский край
3555,Ж,37,Астраханская область
3556,М,38,Оренбургская область
3557,Ж,30,Краснодарский край
3558,Ж,33,Нижегородская область
3559,М,34,Санкт-Петербург
3560,Ж,27,Нижегородская область
3561,М,34,Краснодарский край
3562,Ж,28,Иркутская область
3563,М,30,Нижегородская область
3564,М,25,Санкт-Петербург
3565,Ж,36,Оренбургская область
3566,М,32,Санкт-Петербург
3567,М,44,Краснодарский край
3568,Ж,34,Краснодарский край
3569,М,41,Оренбургская область
3570,Ж,31,Астраханская область
3571,Ж,37,Астраханская область
3572,Ж,30,Краснодарский край
3573,М,37,Санкт-Петербург
3574,Ж,37,Краснодарский край
3575,М,39,Оренбургская область
3576,Ж,42,Нижегородская область
3577,Ж,39,Санкт-Петербург
3578,М,30,Иркутская область
3579,М,32,Санкт-Петербург
3580,М,30,Санкт-Петербург
3581,Ж,32,Санкт-Петербург
3582,М,41,Астраханская область
3583,М,45,Краснодарский край
3584,М,31,Иркутская область
3585,Ж,36,Нижегородская область
3586,Ж,30,Санкт-Петербург
3587,М,37,Санкт-Петербург
3588,М,35,Республика Адыгея
3589,М,27,Оренбургская область
3590,Ж,34,Иркутская область
3591,Ж,32,Санкт-Петербург
3592,М,41,Иркутская область
3593,Ж,30,Оренбургская область
3594,Ж,38,Нижегородская область
3595,Ж,33,Иркутская область
3596,Ж,34,Иркутская область
3597,Ж,33,Санкт-Петербург
3598,Ж,39,Санкт-Петербург
3599,Ж,43,Нижегородская область
3600,Ж,34,Иркутская область
3601,Ж,29,Санкт-Петербург
3602,М,27,Нижегородская область
3603,М,36,Астраханская область
3604,Ж,35,Иркутская область
3605,М,35,Краснодарский край
3606,М,26,Краснодарский край
3607,Ж,34,Иркутская область
3608,Ж,37,Краснодарский край
3609,Ж,39,Нижегородская область
3610,М,39,Иркутская область
3611,Ж,37,Краснодарский край
3612,Ж,41,Иркутская область
3613,Ж,36,Санкт-Петербург
3614,М,37,Иркутская область
3615,Ж,39,Краснодарский край
3616,М,28,Краснодарский край
3617,М,34,Нижегородская область
3618,Ж,32,Нижегородская область
3619,М,33,Санкт-Петербург
3620,Ж,38,Оренбургская область
3621,Ж,34,Краснодарский край
3622,Ж,35,Санкт-Петербург
3623,М,35,Краснодарский край
3624,М,35,Нижегородская область
3625,Ж,37,Санкт-Петербург
3626,Ж,34,Краснодарский край
3627,М,26,Краснодарский край
3628,Ж,41,Астраханская область
3629,Ж,46,Санкт-Петербург
3630,Ж,36,Иркутская область
3631,М,31,Оренбургская область
3632,М,32,Краснодарский край
3633,Ж,39,Краснодарский край
3634,М,40,Краснодарский край
3635,М,39,Нижегородская область
3636,Ж,37,Краснодарский край
3637,Ж,26,Краснодарский край
3638,Ж,30,Иркутская область
3639,М,38,Краснодарский край
3640,Ж,41,Краснодарский край
3641,М,31,Санкт-Петербург
3642,М,25,Оренбургская область
3643,Ж,32,Краснодарский край
3644,М,27,Краснодарский край
3645,М,34,Краснодарский край
3646,Ж,35,Иркутская область
3647,М,40,Санкт-Петербург
3648,М,38,Санкт-Петербург
3649,Ж,28,Краснодарский край
3650,М,26,Иркутская область
3651,Ж,37,Краснодарский край
3652,М,46,Санкт-Петербург
3653,М,36,Астраханская область
3654,М,36,Иркутская область
3655,Ж,37,Краснодарский край
3656,Ж,40,Санкт-Петербург
3657,Ж,33,Краснодарский край
3658,М,38,Краснодарский край
3659,М,31,Краснодарский край
3660,Ж,36,Санкт-Петербург
3661,М,40,Краснодарский край
3662,М,33,Иркутская область
3663,Ж,34,Краснодарский край
3664,Ж,37,Оренбургская область
3665,Ж,37,Нижегородская область
3666,Ж,40,Краснодарский край
3667,М,31,Краснодарский край
3668,Ж,29,Краснодарский край
3669,Ж,31,Краснодарский край
3670,Ж,41,Санкт-Петербург
3671,М,37,Оренбургская область
3672,Ж,23,Краснодарский край
3673,Ж,33,Краснодарский край
3674,М,31,Иркутская область
3675,М,38,Нижегородская область
3676,М,37,Санкт-Петербург
3677,Ж,34,Иркутская область
3678,М,36,Иркутская область
3679,М,31,Нижегородская область
3680,Ж,31,Оренбургская область
3681,М,42,Санкт-Петербург
3682,М,35,Санкт-Петербург
3683,Ж,31,Санкт-Петербург
3684,Ж,38,Иркутская область
3685,Ж,28,Краснодарский край
3686,М,38,Санкт-Петербург
3687,Ж,31,Санкт-Петербург
3688,М,31,Краснодарский край
3689,Ж,38,Краснодарский край
3690,Ж,32,Краснодарский край
3691,М,37,Краснодарский край
3692,Ж,40,Санкт-Петербург
3693,М,32,Краснодарский край
3694,Ж,31,Краснодарский край
3695,М,31,Краснодарский край
3696,М,37,Астраханская область
3697,М,43,Нижегородская область
3698,М,32,Краснодарский край
3699,Ж,26,Оренбургская область
3700,Ж,31,Краснодарский край
3701,Ж,36,Оренбургская область
3702,М,34,Оренбургская область
3703,М,31,Оренбургская область
3704,Ж,44,Краснодарский край
3705,М,33,Оренбургская область
3706,Ж,40,Нижегородская область
3707,Ж,40,Санкт-Петербург
3708,М,30,Краснодарский край
3709,Ж,31,Краснодарский край
3710,М,37,Санкт-Петербург
3711,Ж,35,Краснодарский край
3712,М,30,Краснодарский край
3713,Ж,26,Иркутская область
3714,М,29,Нижегородская область
3715,М,32,Санкт-Петербург
3716,Ж,35,Краснодарский край
3717,М,34,Санкт-Петербург
3718,М,30,Нижегородская область
3719,М,44,Оренбургская область
3720,М,24,Нижегородская область
3721,Ж,32,Оренбургская область
3722,М,37,Оренбургская область
3723,М,35,Санкт-Петербург
3724,М,42,Краснодарский край
3725,Ж,36,Краснодарский край
3726,М,37,Санкт-Петербург
3727,Ж,28,Краснодарский край
3728,М,28,Санкт-Петербург
3729,Ж,31,Краснодарский край
3730,М,30,Краснодарский край
3731,Ж,26,Иркутская область
3732,Ж,34,Оренбургская область
3733,М,26,Астраханская область
3734,М,34,Краснодарский край
3735,М,36,Краснодарский край
3736,Ж,36,Санкт-Петербург
3737,М,43,Краснодарский край
3738,М,34,Санкт-Петербург
3739,Ж,39,Краснодарский край
3740,М,34,Иркутская область
3741,Ж,43,Краснодарский край
3742,Ж,36,Краснодарский край
3743,М,39,Нижегородская область
3744,М,36,Оренбургская область
3745,Ж,32,Краснодарский край
3746,Ж,33,Санкт-Петербург
3747,М,37,Санкт-Петербург
3748,М,32,Краснодарский край
3749,Ж,43,Санкт-Петербург
3750,М,21,Иркутская область
3751,М,39,Краснодарский край
3752,Ж,32,Санкт-Петербург
3753,М,36,Иркутская область
3754,М,26,Иркутская область
3755,Ж,41,Краснодарский край
3756,М,27,Краснодарский край
3757,М,34,Нижегородская область
3758,Ж,29,Санкт-Петербург
3759,Ж,29,Санкт-Петербург
3760,Ж,31,Санкт-Петербург
3761,Ж,27,Санкт-Петербург
3762,М,36,Краснодарский край
3763,Ж,43,Оренбургская область
3764,М,38,Нижегородская область
3765,Ж,34,Нижегородская область
3766,Ж,42,Иркутская область
3767,М,33,Санкт-Петербург
3768,М,39,Краснодарский край
3769,М,30,Санкт-Петербург
3770,Ж,40,Оренбургская область
3771,М,34,Иркутская область
3772,Ж,27,Нижегородская область
3773,Ж,30,Нижегородская область
3774,М,36,Оренбургская область
3775,Ж,31,Санкт-Петербург
3776,М,35,Нижегородская область
3777,Ж,32,Краснодарский край
3778,Ж,35,Краснодарский край
3779,Ж,32,Краснодарский край
3780,Ж,25,Нижегородская область
3781,М,34,Санкт-Петербург
3782,Ж,32,Краснодарский край
3783,М,37,Санкт-Петербург
3784,М,31,Санкт-Петербург
3785,М,34,Астраханская область
3786,Ж,33,Краснодарский край
3787,Ж,28,Нижегородская область
3788,Ж,40,Санкт-Петербург
3789,Ж,31,Нижегородская область
3790,Ж,32,Иркутская область
3791,Ж,28,Санкт-Петербург
3792,М,28,Оренбургская область
3793,Ж,31,Санкт-Петербург
3794,Ж,38,Иркутская область
3795,М,31,Иркутская область
3796,Ж,37,Республика Адыгея
3797,Ж,36,Иркутская область
3798,М,34,Краснодарский край
3799,Ж,37,Санкт-Петербург
3800,Ж,33,Нижегородская область
3801,Ж,30,Санкт-Петербург
3802,Ж,34,Иркутская область
3803,М,43,Оренбургская область
3804,Ж,39,Иркутская область
3805,Ж,25,Краснодарский край
3806,Ж,39,Астраханская область
3807,Ж,32,Краснодарский край
3808,Ж,38,Санкт-Петербург
3809,Ж,38,Нижегородская область
3810,Ж,34,Санкт-Петербург
3811,М,31,Нижегородская область
3812,Ж,34,Оренбургская область
3813,Ж,29,Краснодарский край
3814,Ж,35,Нижегородская область
3815,Ж,46,Краснодарский край
3816,М,34,Краснодарский край
3817,Ж,41,Иркутская область
3818,М,32,Санкт-Петербург
3819,Ж,37,Санкт-Петербург
3820,Ж,28,Краснодарский край
3821,Ж,39,Санкт-Петербург
3822,М,38,Оренбургская область
3823,М,33,Краснодарский край
3824,Ж,37,Оренбургская область
3825,М,33,Краснодарский край
3826,Ж,34,Краснодарский край
3827,М,30,Иркутская область
3828,Ж,38,Иркутская область
3829,Ж,35,Республика Адыгея
3830,Ж,32,Нижегородская область
3831,Ж,54,Санкт-Петербург
3832,М,32,Иркутская область
3833,Ж,28,Санкт-Петербург
3834,Ж,35,Нижегородская область
3835,Ж,32,Нижегородская область
3836,Ж,42,Иркутская область
3837,М,32,Краснодарский край
3838,М,30,Санкт-Петербург
3839,М,30,Краснодарский край
3840,Ж,34,Краснодарский край
3841,М,34,Иркутская область
3842,Ж,36,Краснодарский край
3843,Ж,34,Астраханская область
3844,М,27,Нижегородская область
3845,М,28,Краснодарский край
3846,Ж,43,Краснодарский край
3847,Ж,33,Краснодарский край
3848,М,35,Краснодарский край
3849,М,33,Санкт-Петербург
3850,Ж,34,Санкт-Петербург
3851,М,33,Иркутская область
3852,Ж,35,Краснодарский край
3853,М,36,Иркутская область
3854,М,30,Оренбургская область
3855,Ж,33,Краснодарский край
3856,Ж,22,Иркутская область
3857,М,34,Санкт-Петербург
3858,М,38,Краснодарский край
3859,Ж,26,Иркутская область
3860,Ж,27,Оренбургская область
3861,Ж,41,Нижегородская область
3862,М,33,Астраханская область
3863,Ж,40,Краснодарский край
3864,М,30,Оренбургская область
3865,М,44,Санкт-Петербург
3866,Ж,39,Нижегородская область
3867,Ж,32,Оренбургская область
3868,Ж,38,Санкт-Петербург
3869,М,34,Краснодарский край
3870,М,38,Иркутская область
3871,М,35,Нижегородская область
3872,М,24,Иркутская область
3873,Ж,36,Иркутская область
3874,Ж,33,Санкт-Петербург
3875,М,32,Иркутская область
3876,М,40,Санкт-Петербург
3877,М,32,Санкт-Петербург
3878,М,37,Иркутская область
3879,М,38,Астраханская область
3880,Ж,34,Краснодарский край
3881,М,35,Краснодарский край
3882,Ж,32,Санкт-Петербург
3883,М,42,Нижегородская область
3884,М,38,Санкт-Петербург
3885,Ж,30,Краснодарский край
3886,Ж,38,Краснодарский край
3887,М,39,Иркутская область
3888,Ж,37,Санкт-Петербург
3889,Ж,35,Иркутская область
3890,М,39,Санкт-Петербург
3891,Ж,32,Краснодарский край
3892,Ж,37,Санкт-Петербург
3893,М,40,Республика Адыгея
3894,Ж,32,Краснодарский край
3895,Ж,36,Краснодарский край
3896,Ж,34,Иркутская область
3897,Ж,43,Краснодарский край
3898,Ж,27,Санкт-Петербург
3899,Ж,36,Иркутская область
3900,М,39,Санкт-Петербург
3901,М,28,Иркутская область
3902,М,33,Оренбургская область
3903,Ж,38,Санкт-Петербург
3904,М,34,Краснодарский край
3905,Ж,31,Краснодарский край
3906,М,34,Иркутская область
3907,Ж,32,Краснодарский край
3908,М,35,Краснодарский край
3909,Ж,26,Санкт-Петербург
3910,Ж,37,Санкт-Петербург
3911,Ж,41,Иркутская область
3912,М,35,Оренбургская область
3913,Ж,30,Краснодарский край
3914,М,33,Краснодарский край
3915,М,33,Краснодарский край
3916,Ж,27,Санкт-Петербург
3917,Ж,40,Санкт-Петербург
3918,Ж,33,Астраханская область
3919,Ж,26,Санкт-Петербург
3920,Ж,39,Краснодарский край
3921,М,40,Краснодарский край
3922,Ж,33,Краснодарский край
3923,Ж,31,Санкт-Петербург
3924,М,29,Оренбургская область
3925,Ж,36,Санкт-Петербург
3926,Ж,38,Краснодарский край
3927,М,37,Нижегородская область
3928,М,37,Иркутская область
3929,М,34,Астраханская область
3930,Ж,30,Оренбургская область
